tag,class,text_preview,is_valid,type
li,col-md-12 col-xl-3 pl-0 ml-0 pull-left,TEAMGROUP,,
li,col-md-12 col-xl-3 pl-0 ml-0 pull-left,TP-Link,,
li,col-md-12 col-xl-3 pl-0 ml-0 pull-left,Trust Gaming,,
li,col-md-12 col-xl-3 pl-0 ml-0 pull-left,ViewSonic,,
li,col-md-12 col-xl-3 pl-0 ml-0 pull-left,Zotac,,
div,panel panel-default panel-rose ,Kit Teclado / Mouse (5),,
a,menu-item waves-effect waves-light,Mouse Pads (5),,
a,menu-item waves-effect waves-light,Mouses (5),,
div,view overlay px-20 imagen,Llega el lunes,,
div,card-body px-3 pb-0 pt-0,ARXPGM600                                                    ,,
span,pull-left articulo_field,ARXPGM600,,
h4,card-title mb-1 h-40*,Mouse Aureox Aimaster,,
div,card-footer justify-content-between p-0,$18.999$17.430$17.430Precio especial,,
h6,mb-0 ft solo_web ,$17.430,,
h4,mt-0 pecio_final ft,$17.430Precio especial,,
div,card-body px-3 pb-0 pt-0,NKB-413R                                                    ,,
span,pull-left articulo_field,NKB-413R,,
h4,card-title mb-1 h-40*,Kit Gamer 4 En 1 Red,,
div,card-footer justify-content-between p-0,$27.966$25.657$25.656Precio especial,,
h6,mb-0 ft solo_web ,$25.657,,
h4,mt-0 pecio_final ft,$25.656Precio especial,,
div,card-body px-3 pb-0 pt-0,90MP02H0-BPUA00                                                    ,,
span,pull-left articulo_field,90MP02H0-BPUA00,,
h4,card-title mb-1 h-40*,Mousepad Asus Nc11 Rog Scabbard Ii Mediu,,
div,card-footer justify-content-between p-0,$68.011$62.395$62.395Precio especial,,
h6,mb-0 ft solo_web ,$62.395,,
h4,mt-0 pecio_final ft,$62.395Precio especial,,
h3,t-shadow mt-2,1134478272,,
h5,t-shadow mt-0 mb-0,1124691756 (solo texto),,
a,hamburger-panel-link weight-normal,Adaptadores USB,,
a,hamburger-panel-link weight-normal,Alcohol Isopropílico,,
a,hamburger-panel-link weight-normal,Fichas & Adaptadores HDMI/DVI/VGA,,
a,hamburger-panel-link weight-normal,Pastas Térmicas para PC y CPU,,
a,hamburger-panel-link weight-normal,Accesorios para RGB,,
span,m-right-quarter,Radeon,,
a,hamburger-panel-link weight-normal,AsRock,,
a,hamburger-panel-link weight-normal,RTX,,
a,hamburger-panel-link weight-normal,GT,,
a,hamburger-panel-link weight-normal,GTX,,
a,hamburger-panel-link weight-normal,Athlon,,
span,m-right-quarter,Socket AM4,,
a,hamburger-panel-link weight-normal,Ryzen 3,,
a,hamburger-panel-link weight-normal,Ryzen 5,,
a,hamburger-panel-link weight-normal,Ryzen 7,,
a,hamburger-panel-link weight-normal,Ryzen 9,,
span,m-right-quarter,Socket Am5,,
a,hamburger-panel-link weight-normal,Ryzen Serie 7000,,
a,hamburger-panel-link weight-normal,Ryzen Serie 8000,,
a,hamburger-panel-link weight-normal,Ryzen Serie 9000,,
span,m-right-quarter,Intel Core,,
a,hamburger-panel-link weight-normal,Socket LGA1200,,
a,hamburger-panel-link weight-normal,Socket LGA1700,,
a,hamburger-panel-link weight-normal,Socket LGA1851,,
a,hamburger-panel-link weight-normal,Pentium Gold,,
a,hamburger-panel-link weight-normal,Xeon,,
a,hamburger-panel-link weight-normal,Socket AM5,,
a,hamburger-panel-link weight-normal,Socket 1200,,
a,hamburger-panel-link weight-normal,Socket 1700,,
a,hamburger-panel-link weight-normal,Socket 1851,,
span,m-right-quarter,Discos Externos HDD y SSD,,
span,m-right-quarter,Discos Internos HDD y SSD,,
span,m-right-quarter,Discos Internos HDD,,
span,m-right-quarter,Discos Internos SSD,,
a,hamburger-panel-link weight-normal,Netac,,
a,hamburger-panel-link weight-normal,Discos M.2 NVMe y SATA,,
span,m-right-quarter,Memoria Ram,,
a,hamburger-panel-link weight-normal,SODIMM,,
span,m-right-quarter,Coolers para Pc,,
a,hamburger-panel-link weight-normal,Water Cooler,,
span,m-right-quarter,Fuentes para PC,,
a,hamburger-panel-link weight-normal,Fuentes Gigabyte,,
a,hamburger-panel-link weight-normal,Fuentes MSI,,
a,hamburger-panel-link weight-normal,Fuentes Sentey,,
a,hamburger-panel-link weight-normal,Fuentes Thermaltake,,
a,hamburger-panel-link weight-normal,Fuentes Toughpower,,
a,hamburger-panel-link weight-normal,Fuentes Smart,,
a,hamburger-panel-link weight-normal,Fuentes Cromax,,
a,hamburger-panel-link weight-normal,Fuentes CoolerMaster,,
a,hamburger-panel-link weight-normal,PCIe Gen 5.0,,
span,m-right-quarter,Gabinetes de PC,,
a,hamburger-panel-link weight-normal,Gabinetes Ranckeables,,
a,hamburger-panel-link weight-normal,Gabinetes Mini Slim,,
span,m-right-quarter,Gabinetes Gamers,,
a,hamburger-panel-link weight-normal,Mini Tower,,
a,hamburger-panel-link weight-normal,Mid Tower,,
a,hamburger-panel-link weight-normal,Full Tower,,
span,m-right-quarter,Perifericos para PC,,
a,hamburger-panel-link weight-normal,CD/DVD Externos,,
a,hamburger-panel-link weight-normal,Laminadora,,
a,hamburger-panel-link weight-normal,Memorias Flash,,
a,hamburger-panel-link weight-normal,Yeti,,
a,hamburger-panel-link weight-normal,Primus,,
a,hamburger-panel-link weight-normal,Evga,,
a,hamburger-panel-link weight-normal,Zowie,,
a,hamburger-panel-link weight-normal,Gx Gaming,,
a,hamburger-panel-link weight-normal,Sentey,,
a,hamburger-panel-link weight-normal,Sfx,,
a,hamburger-panel-link weight-normal,Soltech,,
a,hamburger-panel-link weight-normal,TT,,
a,hamburger-panel-link weight-normal,Fyd Fenda,,
a,hamburger-panel-link weight-normal,Pendrive,,
a,hamburger-panel-link weight-normal,Streaming y Videos capturadoras Gaming,,
a,hamburger-panel-link weight-normal,Scanner,,
a,hamburger-panel-link weight-normal,Teclados para Pc,,
a,hamburger-panel-link weight-normal,Trituradora de Papel,,
a,hamburger-panel-link weight-normal,Mini Computadoras,,
a,hamburger-panel-link weight-normal,Computadoras Gamer o de Oficina,,
a,hamburger-panel-link weight-normal,All in One,,
a,hamburger-panel-link weight-normal,Monitores Philips,,
a,hamburger-panel-link weight-normal,Monitores HP,,
a,hamburger-panel-link weight-normal,Monitores Lenovo,,
a,hamburger-panel-link weight-normal,Monitores Benq,,
a,hamburger-panel-link weight-normal,Accesorios para Notebook,,
span,m-right-quarter,Tablet,,
a,hamburger-panel-link weight-normal,Iqual,,
a,hamburger-panel-link weight-normal,Sansung,,
a,hamburger-panel-link weight-normal,Smart Kassel,,
a,hamburger-panel-link weight-normal,Enova,,
a,hamburger-panel-link weight-normal,Wireless Ap t Bridge - Routers,,
a,hamburger-panel-link weight-normal,Access Point - Modems,,
a,hamburger-panel-link weight-normal,Sistema Mesh - Routers,,
a,hamburger-panel-link weight-normal,Extensores,,
a,hamburger-panel-link weight-normal,Lexmark,,
a,hamburger-panel-link weight-normal,Impresoras de Sistema Continuo,,
span,m-right-quarter,Insumos,,
a,hamburger-panel-link weight-normal,Camara Web,,
a,hamburger-panel-link weight-normal,Afa,,
a,hamburger-panel-link weight-normal,Combo especiales,,
a,hamburger-panel-link weight-normal,Outlet y Usados,,
a,hamburger-panel-link weight-normal,Accesorios Seguridad,,
a,hamburger-panel-link weight-normal,Camaras Wifi,,
span,m-right-quarter,Todo para Empresas,,
a,hamburger-panel-link weight-normal,Accesorios para Servidores,,
a,hamburger-panel-link weight-normal,Disipadores Termicos,,
a,hamburger-panel-link weight-normal,Fuentes para Servidores,,
a,hamburger-panel-link weight-normal,Lectores de Codigo de Barra,,
a,hamburger-panel-link weight-normal,Procesadores para servidores,,
a,hamburger-panel-link weight-normal,Servidores,,
a,hamburger-panel-link weight-normal,Servidores NAS,,
a,hamburger-panel-link weight-normal,Rack para Servidores,,
span,m-right-quarter,Domotica,,
a,hamburger-panel-link weight-normal,Lamparas Led,,
a,hamburger-panel-link weight-normal,SuperDescuentos,,
a,hamburger-panel-link weight-normal,Audio & Video,,
a,hamburger-panel-link weight-normal,Relojes Smartwatch,,
a,hamburger-panel-link weight-normal,Punteros,,
a,hamburger-panel-link weight-normal,Faq,,
div,row-fluid,"Hacemos Factura ""A"" | Envíos a todo el Pais | 6 Cuotas sin interes con todas las Tarjetas",,
Las mejores marcas en Periféricos,teclados,mouse,parlantes y ,
span,btn-link btn-link-small,Ver más,,
span,checkbox,Adata (10),,
span,checkbox,Asus (7),,
span,checkbox,Aureox (4),,
span,checkbox,Consumo Electronica (3),,
span,checkbox,Cooler Master (1),,
span,checkbox,Corsair (7),,
span,checkbox,Elgato (1),,
span,checkbox,Evga (6),,
span,checkbox,Fenda (13),,
span,checkbox,Genius (59),,
span,checkbox,Gigabyte (2),,
span,checkbox,Gx Gaming (7),,
span,checkbox,Hp (1),,
span,checkbox,Hyperx (13),,
span,checkbox,Jabra (4),,
span,checkbox,Kingston (29),,
span,checkbox,Lenovo (8),,
span,checkbox,Lexar (6),,
span,checkbox,Logitech (129),,
span,checkbox,Microsoft (1),,
span,checkbox,Netac (2),,
span,checkbox,Philips (1),,
span,checkbox,Playstation (3),,
span,checkbox,Poly (3),,
span,checkbox,Razer (34),,
span,checkbox,Royal (3),,
span,checkbox,Sandisk (15),,
span,checkbox,Skullcandy (3),,
span,checkbox,Targus (7),,
span,checkbox,Thermaltake (1),,
span,checkbox,Trust (83),,
span,checkbox,Wd (3),,
span,checkbox,Zowie (4),,
a,js-item-name item-name,Pen Drive SANDISK Ultra Shift 32GB USB 3...,,
h6,item-name weight-strong font-body m-bottom-quarter text-center,PRECIO CONTADO,,
span,js-price-display item-price weight-strong text-center d-block h6,$7.456,20,
h6,item-name weight-strong font-body m-bottom-quarter text-center,PRECIO CON TARJETA,,
span,js-price-display item-price h6,$9.320,25,
span,js-installment-price product-installment-value,$1.553,38,
span,js-price-display item-price weight-strong text-center d-block h6,$8.945,60,
span,js-price-display item-price h6,$11.182,00,
span,js-installment-price product-installment-value,$1.863,67,
span,js-price-display item-price weight-strong text-center d-block h6,$12.811,20,
span,js-price-display item-price h6,$16.014,00,
span,js-installment-price product-installment-value,$2.669,00,
a,js-item-name item-name,Tarjeta de Memoria KINGSTON Canvas Go Pl...,,
span,js-price-display item-price weight-strong text-center d-block h6,$11.577,00,
span,js-price-display item-price h6,$14.471,25,
span,js-installment-price product-installment-value,$2.411,88,
a,js-item-name item-name,Teclado Genius Slimstar 820 Retroilumina...,,
span,js-price-display item-price weight-strong text-center d-block h6,$12.305,87,
span,js-price-display item-price h6,$15.382,34,
span,js-installment-price product-installment-value,$2.563,72,
a,js-item-name item-name,Teclado + Mouse Wireless Combo Genius Km...,,
span,js-price-display item-price weight-strong text-center d-block h6,$25.798,98,
span,js-price-display item-price h6,$32.248,72,
span,js-installment-price product-installment-value,$5.374,79,
a,js-item-name item-name,Teclado Gamer Razer Blackwidow V4 X Mine...,,
span,js-price-display item-price weight-strong text-center d-block h6,$208.954,61,
span,js-price-display item-price h6,$261.193,26,
span,js-installment-price product-installment-value,$43.532,21,
a,js-item-name item-name,Tarjeta De Memoria Kingston 512Gb Canvas...,,
span,js-price-display item-price weight-strong text-center d-block h6,$63.207,29,
span,js-price-display item-price h6,$79.009,11,
span,js-installment-price product-installment-value,$13.168,19,
a,js-item-name item-name,Parlante Genius Sp-hf500b,,
span,js-price-display item-price weight-strong text-center d-block h6,$79.024,90,
span,js-price-display item-price h6,$98.781,12,
span,js-installment-price product-installment-value,$16.463,52,
a,js-item-name item-name,Mouse Inalámbrico LOGITECH G305 Blanco,,
span,js-price-display item-price weight-strong text-center d-block h6,$43.431,60,
span,js-price-display item-price h6,$54.289,50,
span,js-installment-price product-installment-value,$9.048,25,
a,js-item-name item-name,Parlante Genius Sw-2.1 1850bt Black,,
span,js-price-display item-price weight-strong text-center d-block h6,$154.216,02,
span,js-price-display item-price h6,$192.770,02,
span,js-installment-price product-installment-value,$32.128,34,
a,js-item-name item-name,Parlante Genius Sp-hf1200b,,
span,js-price-display item-price weight-strong text-center d-block h6,$99.018,18,
span,js-price-display item-price h6,$123.772,73,
span,js-installment-price product-installment-value,$20.628,79,
div,js-service-item service-item,Aprovecha 6 Cuotas sin interes con todas las tarjetas de credito,,
div,col-foot,Formas de envío,,
a,text-wrap,01132212641,,
div,col-foot,Seguridad y Certificaciones,,
span,js-promo-units-or-more,o más.,,
div,js-installments-cart-total cart-installments font-small m-top-quarter clear-both pull-right ,O hasta,,
div,cookie-consent-snackbar__message,¡Listo! Guardamos tus preferencias.,,
div,cookie-consent-snackbar__message,Algo salió mal. Por favor,vuelve a intentarlo.,
li,andes-breadcrumb__item shops__breadcrumb-item,Periféricos de PC,,
div,poly-card__content,5% OFFTeclado Inalámbrico Con Touchpad K400 Plus Logitech Color Del Teclado Negro Idioma Español$57.,,
div,poly-component__price,$57.229$54.3675% OFF6 cuotas de $12.442,,
s,andes-money-amount andes-money-amount--previous andes-money-amount--cents-comma,$57.229,,
span,andes-money-amount__fraction,57.229,,
div,poly-price__current,$54.3675% OFF,,
span,andes-money-amount andes-money-amount--cents-superscript,$54.367,,
span,andes-money-amount__fraction,54.367,,
span,poly-price__installments,6 cuotas de $12.442,,
span,andes-money-amount poly-phrase-price andes-money-amount--cents-comma,$12.442,,
span,andes-money-amount__fraction,12.442,,
div,poly-card__content,5% OFFMouse Gamer De Juego Logitech Gg Series G203 Lightsync Negro$49.439$46.9675% OFF,,
div,poly-component__price,$49.439$46.9675% OFF,,
s,andes-money-amount andes-money-amount--previous andes-money-amount--cents-comma,$49.439,,
span,andes-money-amount__fraction,49.439,,
div,poly-price__current,$46.9675% OFF,,
span,andes-money-amount andes-money-amount--cents-superscript,$46.967,,
span,andes-money-amount__fraction,46.967,,
div,poly-card__content,5% OFFKit Teclado Y Mouse Logitech Usb Multimedia Pc Escritorio$28.719$27.2835% OFFEnvío gratis,,
a,poly-component__title,Kit Teclado Y Mouse Logitech Usb Multimedia Pc Escritorio,,
div,poly-component__price,$28.719$27.2835% OFF,,
s,andes-money-amount andes-money-amount--previous andes-money-amount--cents-comma,$28.719,,
span,andes-money-amount__fraction,28.719,,
div,poly-price__current,$27.2835% OFF,,
span,andes-money-amount andes-money-amount--cents-superscript,$27.283,,
span,andes-money-amount__fraction,27.283,,
div,poly-card__content,5% OFFMouse Inalambrico Logitech Notebook Pc Usb Calidad$17.429$16.5575% OFFEnvío gratis,,
a,poly-component__title,Mouse Inalambrico Logitech Notebook Pc Usb Calidad,,
div,poly-component__price,$17.429$16.5575% OFF,,
s,andes-money-amount andes-money-amount--previous andes-money-amount--cents-comma,$17.429,,
span,andes-money-amount__fraction,17.429,,
div,poly-price__current,$16.5575% OFF,,
span,andes-money-amount andes-money-amount--cents-superscript,$16.557,,
span,andes-money-amount__fraction,16.557,,
div,poly-card__content,5% OFFMouse Gamer Usb Con Botones Rgb Ergonomico$36.279$34.4655% OFFEnvío gratis,,
a,poly-component__title,Mouse Gamer Usb Con Botones Rgb Ergonomico,,
div,poly-component__price,$36.279$34.4655% OFF,,
s,andes-money-amount andes-money-amount--previous andes-money-amount--cents-comma,$36.279,,
span,andes-money-amount__fraction,36.279,,
div,poly-price__current,$34.4655% OFF,,
span,andes-money-amount andes-money-amount--cents-superscript,$34.465,,
span,andes-money-amount__fraction,34.465,,
a,header--custom-text,Envío Gratis,,
a,header--custom-text,Cuotas sin interés,,
a,header--custom-text,Tel:,,
a,header--custom-text,Tiendatrade  -,,
a,header--custom-text,Capital Federal.,,
li,standard-list--spacing,Escribinos,,
div,standard-footer-info standard-footer-info--desktop,Tiendatrade.com.ar es una tienda creada con,,
span,standard-footer-help__separator header--custom-text,|,,
div,announcement-bar,DESPACHAMOS en 24 HORAS HÁBILES 📦,,
ul,submenu-list,📦 Todos los productos,,
li,main-menu__item,Cuenta,,
div,pc-sold-out-badge,Agotado,,
div,pc-meta,Scyrox,,
h3,pc-title,Scyrox V8 Wireless 8k Superlight,,
div,pc-price-wrapper,$104.999,,
h3,pc-title,Scyrox V6 Wireless 8k Superlight,,
div,pc-meta,VXE,,
h3,pc-title,VXE MAD R Major,,
p,pc-price pc-sale,$105.999,,
h3,pc-title,VXE R1 SE Gaming,,
div,pc-price-wrapper,$58.999,,
div,pc-meta,Lamzu,,
h3,pc-title,Lamzu Maya X,,
div,pc-price-wrapper,$159.999,,
p,pc-price pc-sale,$150.999,,
h3,pc-title,Lamzu Inca,,
div,pc-meta,ATK,,
h3,pc-title,ATK FIERCE X,,
div,pc-meta,MCHOSE,,
h3,pc-title,Mchose L7 Ultra,,
div,pc-price-wrapper,$119.999,,
p,pc-price pc-sale,$99.999,,
h3,pc-title,Mchose G3,,
div,pc-price-wrapper,$45.999,,
h3,pc-title,ATK X1,,
div,pc-price-wrapper,$69.999,,
h3,pc-title,ATK Blazing Sky Z1 Ultra,,
div,pc-price-wrapper,$130.000,,
p,pc-price pc-sale,$109.999,,
h3,pc-title,ATK F1 Extreme x Leviatan,,
h3,pc-title,ATK A9 Plus,,
div,pc-meta,WL Mouse,,
h3,pc-title,WLMouse Ying Carbon Fiber,,
div,pc-price-wrapper,$234.999,,
p,pc-price pc-sale,$219.999,,
h3,pc-title,WLMouse Beast x Mini Edicion Limitada Tempered,,
h3,pc-title,WLMouse Beast x Max Edicion Limitada Tempered,,
h3,pc-title,WLMouse Sword x,,
div,pc-price-wrapper,$205.999,,
h3,pc-title,Lamzu Paro 8k,,
div,pagination-indicator,Mostrando 12 de 18 productos,,
div,footer-logo,Gold Gaming,,
div,footer-social,Síguenos,,
div,shopify-block shopify-app-block,"console.log(""dark mode script loaded"");",,
div,spb-p-[12px] spb-flex spb-justify-between spb-items-center spb-bg-[#F3F3F3] spb-rounded-t-[16px],Pre-order item,,
div,spb-flex spb-gap-[8px],Soft armchair,,
p,spb-text-[#616161] spb-text-[13px] spb-m-0 spb,$420.00,,
p,spb-font-medium spb-text-[14px] spb-m-0 spb-text-black,Select variant,,
p,spb-font-medium spb-text-[14px] spb-0 spb-m-0 spb-text-black,Select purchase option,,
div,spb-flex spb-gap-[8px],Cancel,,
button,spb-shadow-shopify-card spb-flex-1 spb-py-[6px] spb-px-[12px] spb-rounded-lg spb-border-0 spb-cursor-pointer,Pre-order now,,
div,spb-font-medium spb-text-[13px] spb-text-black spb-font-[550],Your pre-order item has reached its limit.,,
div,spb-fixed spb-shadow-md spb-inset-0 spb-bg-black/25 spb-flex spb-items-center spb-justify-center spb-z-[9999] spb-m-0 spb-p-0,Don't show this message again,,
