tag,class,text_preview,type
span,price,"$130.500,00 Original price was: $130.500,00.$93.990,00Current price is: $93.990,00. Efectivo / Trans",price
span,woocommerce-Price-amount amount,"$130.500,00",price
img,,,
div,product-content,"EN STOCKDISCO SSD 960G KINGSTON A400 $125.000,00 Original price was: $125.000,00.$95.990,00Current",productWrapper
a,product-loop-title,EN STOCKDISCO SSD 960G KINGSTON A400,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,DISCO SSD 960G KINGSTON A400,title
span,price,"$125.000,00 Original price was: $125.000,00.$95.990,00Current price is: $95.990,00. Efectivo / Trans",price
span,woocommerce-Price-amount amount,"$125.000,00",price
img,,,
div,product-content,"EN STOCKDisco SSD M.2 KINGSTON SNV3S 1000GB NVMe PCIe 4.0 $125.000,00 Original price was: $125.000,",productWrapper
a,product-loop-title,EN STOCKDisco SSD M.2 KINGSTON SNV3S 1000GB NVMe PCIe 4.0,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,Disco SSD M.2 KINGSTON SNV3S 1000GB NVMe PCIe 4.0,title
span,price,"$125.000,00 Original price was: $125.000,00.$95.990,00Current price is: $95.990,00. Efectivo / Trans",price
span,woocommerce-Price-amount amount,"$125.000,00",price
img,,,
div,product-content,"EN STOCKHD Seagate Externo 1Tb USB 3.0 Expansion Black $129.000,00 Original price was: $129.000,00.",productWrapper
a,product-loop-title,EN STOCKHD Seagate Externo 1Tb USB 3.0 Expansion Black,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,HD Seagate Externo 1Tb USB 3.0 Expansion Black,title
span,price,"$129.000,00 Original price was: $129.000,00.$99.990,00Current price is: $99.990,00. Efectivo / Trans",price
span,woocommerce-Price-amount amount,"$129.000,00",price
img,,,
div,product-content,"EN STOCKGABINETE AUREOX GAMER RHEA $130.146,90 Original price was: $130.146,90.$99.999,00Current pr",productWrapper
a,product-loop-title,EN STOCKGABINETE AUREOX GAMER RHEA,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,GABINETE AUREOX GAMER RHEA,title
span,price,"$130.146,90 Original price was: $130.146,90.$99.999,00Current price is: $99.999,00. Efectivo / Trans",price
span,woocommerce-Price-amount amount,"$130.146,90",price
img,,,
div,product-content,"EN STOCKFUENTE CORSAIR CX750 BLACK 750W 80 PLUS BRONZE $143.816,51 Original price was: $143.816,51.",productWrapper
a,product-loop-title,EN STOCKFUENTE CORSAIR CX750 BLACK 750W 80 PLUS BRONZE,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,FUENTE CORSAIR CX750 BLACK 750W 80 PLUS BRONZE,title
span,price,"$143.816,51 Original price was: $143.816,51.$105.499,00Current price is: $105.499,00. Efectivo / Tra",price
span,woocommerce-Price-amount amount,"$143.816,51",price
img,,,
div,product-content,"EN STOCKGABINETE TT S200 MID-TOWER TG FAN X3 ARGB BLACK $148.512,00 Original price was: $148.512,00",productWrapper
a,product-loop-title,EN STOCKGABINETE TT S200 MID-TOWER TG FAN X3 ARGB BLACK,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,GABINETE TT S200 MID-TOWER TG FAN X3 ARGB BLACK,title
span,price,"$148.512,00 Original price was: $148.512,00.$109.999,00Current price is: $109.999,00. Efectivo / Tra",price
span,woocommerce-Price-amount amount,"$148.512,00",price
img,,,
div,product-content,"EN STOCKMOTHER MSI PRO H610M-G DDR5 (s1700) (12VA/13VA/14VA GEN) $150.169,50 Original price was: $1",productWrapper
a,product-loop-title,EN STOCKMOTHER MSI PRO H610M-G DDR5 (s1700) (12VA/13VA/14VA GEN),link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,MOTHER MSI PRO H610M-G DDR5 (s1700) (12VA/13VA/14VA GEN),title
span,price,"$150.169,50 Original price was: $150.169,50.$113.999,00Current price is: $113.999,00. Efectivo / Tra",price
span,woocommerce-Price-amount amount,"$150.169,50",price
img,,,
div,product-content,"EN STOCKGABINETE AUREOX GAMER PROTEUS $154.876,80 Original price was: $154.876,80.$114.299,00Curren",productWrapper
a,product-loop-title,EN STOCKGABINETE AUREOX GAMER PROTEUS,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,GABINETE AUREOX GAMER PROTEUS,title
span,price,"$154.876,80 Original price was: $154.876,80.$114.299,00Current price is: $114.299,00. Efectivo / Tra",price
span,woocommerce-Price-amount amount,"$154.876,80",price
img,,,
div,product-content,"EN STOCKMOTHER ASUS (AM5) PRIME A620M-K $160.711,20 Original price was: $160.711,20.$114.699,00Curr",productWrapper
a,product-loop-title,EN STOCKMOTHER ASUS (AM5) PRIME A620M-K,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,MOTHER ASUS (AM5) PRIME A620M-K,title
span,price,"$160.711,20 Original price was: $160.711,20.$114.699,00Current price is: $114.699,00. Efectivo / Tra",price
span,woocommerce-Price-amount amount,"$160.711,20",price
img,,,
div,product-content,"EN STOCKMother Gigabyte B550M K DDR4 AM4 $161.990,00 Original price was: $161.990,00.$115.990,00Cur",productWrapper
a,product-loop-title,EN STOCKMother Gigabyte B550M K DDR4 AM4,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,Mother Gigabyte B550M K DDR4 AM4,title
span,price,"$161.990,00 Original price was: $161.990,00.$115.990,00Current price is: $115.990,00. Efectivo / Tra",price
span,woocommerce-Price-amount amount,"$161.990,00",price
img,,,
div,product-content,"EN STOCKGABINETE AUREOX GAMER HYDRA PLUS ARX 335G $150.169,50 Original price was: $150.169,50.$117.",productWrapper
a,product-loop-title,EN STOCKGABINETE AUREOX GAMER HYDRA PLUS ARX 335G,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,GABINETE AUREOX GAMER HYDRA PLUS ARX 335G,title
span,price,"$150.169,50 Original price was: $150.169,50.$117.399,00Current price is: $117.399,00. Efectivo / Tra",price
span,woocommerce-Price-amount amount,"$150.169,50",price
img,,,
div,product-content,"EN STOCKGABINETE THERMALTAKE VIEW 200 TG NEGRO ARGB C/ VIDRIO TEMP. $180.004,50 Original price was:",productWrapper
a,product-loop-title,EN STOCKGABINETE THERMALTAKE VIEW 200 TG NEGRO ARGB C/ VIDRIO TEMP.,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,GABINETE THERMALTAKE VIEW 200 TG NEGRO ARGB C/ VIDRIO TEMP.,title
span,price,"$180.004,50 Original price was: $180.004,50.$117.399,00Current price is: $117.399,00. Efectivo / Tra",price
span,woocommerce-Price-amount amount,"$180.004,50",price
img,,,
div,product-content,"EN STOCKMOTHER ASROCK B550M-HDV $169.000,00 Original price was: $169.000,00.$120.990,00Current pric",productWrapper
a,product-loop-title,EN STOCKMOTHER ASROCK B550M-HDV,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,MOTHER ASROCK B550M-HDV,title
span,price,"$169.000,00 Original price was: $169.000,00.$120.990,00Current price is: $120.990,00. Efectivo / Tra",price
span,woocommerce-Price-amount amount,"$169.000,00",price
img,,,
div,product-content,"EN STOCKGABINETE TT DIVIDER 170 TG ARGB SNOW $192.004,80 Original price was: $192.004,80.$121.999,0",productWrapper
a,product-loop-title,EN STOCKGABINETE TT DIVIDER 170 TG ARGB SNOW,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,GABINETE TT DIVIDER 170 TG ARGB SNOW,title
span,price,"$192.004,80 Original price was: $192.004,80.$121.999,00Current price is: $121.999,00. Efectivo / Tra",price
span,woocommerce-Price-amount amount,"$192.004,80",price
img,,,
div,product-content,"EN STOCKMEMORIA RAM DDR4 GSKILL TRIDENT Z ROYAL 16GB (2×8) 3600MHZ RGB GOLD $158.512,25 Original pr",productWrapper
a,product-loop-title,EN STOCKMEMORIA RAM DDR4 GSKILL TRIDENT Z ROYAL 16GB (2×8) 3600MHZ RGB GOLD,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,MEMORIA RAM DDR4 GSKILL TRIDENT Z ROYAL 16GB (2×8) 3600MHZ RGB GOLD,title
span,price,"$158.512,25 Original price was: $158.512,25.$121.999,00Current price is: $121.999,00. Efectivo / Tra",price
span,woocommerce-Price-amount amount,"$158.512,25",price
img,,,
div,product-content,"EN STOCKMEMORIA RAM DDR4 GSKILL TRIDENT Z ROYAL 16GB (2X8) 3600MHZ RGB SILVER $169.009,75 Original",productWrapper
a,product-loop-title,EN STOCKMEMORIA RAM DDR4 GSKILL TRIDENT Z ROYAL 16GB (2X8) 3600MHZ RGB SILVER,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,MEMORIA RAM DDR4 GSKILL TRIDENT Z ROYAL 16GB (2X8) 3600MHZ RGB SILVER,title
span,price,"$169.009,75 Original price was: $169.009,75.$121.999,00Current price is: $121.999,00. Efectivo / Tra",price
span,woocommerce-Price-amount amount,"$169.009,75",price
img,,,
div,product-content,"EN STOCKMOTHER ASUS PRIME B550M-K $171.990,00 Original price was: $171.990,00.$123.990,00Current pr",productWrapper
a,product-loop-title,EN STOCKMOTHER ASUS PRIME B550M-K,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,MOTHER ASUS PRIME B550M-K,title
span,price,"$171.990,00 Original price was: $171.990,00.$123.990,00Current price is: $123.990,00. Efectivo / Tra",price
span,woocommerce-Price-amount amount,"$171.990,00",price
img,,,
div,product-content,"EN STOCKWATERCOOLER MSI AIO MAG 240R CORELIQUID V2 WHITE $178.438,71 Original price was: $178.438,7",productWrapper
a,product-loop-title,EN STOCKWATERCOOLER MSI AIO MAG 240R CORELIQUID V2 WHITE,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,WATERCOOLER MSI AIO MAG 240R CORELIQUID V2 WHITE,title
span,price,"$178.438,71 Original price was: $178.438,71.$127.499,00Current price is: $127.499,00. Efectivo / Tra",price
span,woocommerce-Price-amount amount,"$178.438,71",price
img,,,
div,product-content,"EN STOCKPROCESADOR AMD RYZEN 5 5500 (AM4) SIN VIDEO $169.009,75 Original price was: $169.009,75.$12",productWrapper
a,product-loop-title,EN STOCKPROCESADOR AMD RYZEN 5 5500 (AM4) SIN VIDEO,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,PROCESADOR AMD RYZEN 5 5500 (AM4) SIN VIDEO,title
span,price,"$169.009,75 Original price was: $169.009,75.$127.999,00Current price is: $127.999,00. Efectivo / Tra",price
span,woocommerce-Price-amount amount,"$169.009,75",price
img,,,
div,product-content,"EN STOCKGABINETE CORSAIR 3000D RGB AIRFLOW MID-TOWER TG FAN RGB x3 BLACK $167.352,00 Original price",productWrapper
a,product-loop-title,EN STOCKGABINETE CORSAIR 3000D RGB AIRFLOW MID-TOWER TG FAN RGB x3 BLACK,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,GABINETE CORSAIR 3000D RGB AIRFLOW MID-TOWER TG FAN RGB x3 BLACK,title
span,price,"$167.352,00 Original price was: $167.352,00.$128.733,00Current price is: $128.733,00. Efectivo / Tra",price
img,,,
div,product-content,"EN STOCKFUENTE 650W THERMALTAKE SMART BM2 MODULAR 80+ BRONZE $179.000,00 Original price was: $179.0",productWrapper
a,product-loop-title,EN STOCKFUENTE 650W THERMALTAKE SMART BM2 MODULAR 80+ BRONZE,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,FUENTE 650W THERMALTAKE SMART BM2 MODULAR 80+ BRONZE,title
span,price,"$179.000,00 Original price was: $179.000,00.$128.900,00Current price is: $128.900,00. Efectivo / Tra",price
span,woocommerce-Price-amount amount,"$179.000,00",price
img,,,
img,,,
img,attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image wp-dark-mode-bg-image,,img
h2,w-post-elm post_title usg_post_title_1 has_text_color woocommerce-loop-product__title color_link_inherit wp-dark-mode-bg-image,"PC AMD RYZEN 3 3200G SOCKET AM4, MOTHER MSI A520M-A PRO AM4, DDR4 8 GB 3200MHZ PNY, SSD 240GB, E-V",title
a,wp-dark-mode-bg-image,"PC AMD RYZEN 3 3200G SOCKET AM4, MOTHER MSI A520M-A PRO AM4, DDR4 8 GB 3200MHZ PNY, SSD 240GB, E-V",link
p,w-post-elm product_field price usg_product_field_3 has_text_color wp-dark-mode-bg-image,"$ 334.001,00",price
span,woocommerce-Price-amount amount wp-dark-mode-bg-image,"$ 334.001,00",price
h2,w-post-elm post_title usg_post_title_1 has_text_color woocommerce-loop-product__title color_link_inherit wp-dark-mode-bg-image,PC CX INTEL G5905+8G+SSD240G (MSI),title
a,wp-dark-mode-bg-image,PC CX INTEL G5905+8G+SSD240G (MSI),link
p,w-post-elm product_field price usg_product_field_3 has_text_color wp-dark-mode-bg-image,"$ 338.875,00",price
span,woocommerce-Price-amount amount wp-dark-mode-bg-image,"$ 338.875,00",price
img,attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image wp-dark-mode-bg-image,,img
h2,w-post-elm post_title usg_post_title_1 has_text_color woocommerce-loop-product__title color_link_inherit wp-dark-mode-bg-image,"PC INTEL PENTIUM GOLD G6400, MOTHER MSI PRO H510M-B, DDR4 8 GB 3200MHZ PNY, SSD 240GB, GAB. E-VIEW K",title
a,wp-dark-mode-bg-image,"PC INTEL PENTIUM GOLD G6400, MOTHER MSI PRO H510M-B, DDR4 8 GB 3200MHZ PNY, SSD 240GB, GAB. E-VIEW K",link
p,w-post-elm product_field price usg_product_field_3 has_text_color wp-dark-mode-bg-image,"$ 342.424,00",price
span,woocommerce-Price-amount amount wp-dark-mode-bg-image,"$ 342.424,00",price
h2,w-post-elm post_title usg_post_title_1 has_text_color woocommerce-loop-product__title color_link_inherit wp-dark-mode-bg-image,PC PERFORMANCE INTEL G6405+8G+SSD240G (MSI),title
a,wp-dark-mode-bg-image,PC PERFORMANCE INTEL G6405+8G+SSD240G (MSI),link
p,w-post-elm product_field price usg_product_field_3 has_text_color wp-dark-mode-bg-image,"$ 347.836,00",price
span,woocommerce-Price-amount amount wp-dark-mode-bg-image,"$ 347.836,00",price
img,attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image wp-dark-mode-bg-image,,img
h2,w-post-elm post_title usg_post_title_1 has_text_color woocommerce-loop-product__title color_link_inherit wp-dark-mode-bg-image,"PC AMD ATHLON 3000G, MOTHER MSI A520M-A PRO AM, DDR4 4 GB 2666MHZ PNY, SSD 120GB, E-VIEW KIT-MF3302",title
a,wp-dark-mode-bg-image,"PC AMD ATHLON 3000G, MOTHER MSI A520M-A PRO AM, DDR4 4 GB 2666MHZ PNY, SSD 120GB, E-VIEW KIT-MF3302",link
p,w-post-elm product_field price usg_product_field_3 has_text_color wp-dark-mode-bg-image,"$ 348.104,00",price
span,woocommerce-Price-amount amount wp-dark-mode-bg-image,"$ 348.104,00",price
h2,w-post-elm post_title usg_post_title_1 has_text_color woocommerce-loop-product__title color_link_inherit wp-dark-mode-bg-image,PC CX INTEL G5905+8G+SSD240G (MSI),title
a,wp-dark-mode-bg-image,PC CX INTEL G5905+8G+SSD240G (MSI),link
p,w-post-elm product_field price usg_product_field_3 has_text_color wp-dark-mode-bg-image,"$ 358.327,00",price
span,woocommerce-Price-amount amount wp-dark-mode-bg-image,"$ 358.327,00",price
img,attachment-woocommerce_thumbnail size-woocommerce_thumbnail wp-post-image wp-dark-mode-bg-image,,img
h2,w-post-elm post_title usg_post_title_1 has_text_color woocommerce-loop-product__title color_link_inherit wp-dark-mode-bg-image,PC Gamer Armada | AMD Ryzen 3 3200G + 16GB RAM + SSD 480 + A520 + Gabinete RGB + Fuente 650w LNZ,title
a,wp-dark-mode-bg-image,PC Gamer Armada | AMD Ryzen 3 3200G + 16GB RAM + SSD 480 + A520 + Gabinete RGB + Fuente 650w LNZ,link
